OrderNumber,OrderDate,Customer_Name_Index,Chanel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Price,total_sales,Total_Unit_Cost
SO - 0003236,02-06-2015,165,Wholesale,USD,GUT930,36,27,9,194.3,1748.7,120.47
SO - 0003237,03-06-2015,160,Wholesale,USD,GUT930,46,6,5,2646.5,13232.5,1826.09
SO - 0003238,03-06-2015,56,Wholesale,USD,FLR025,66,9,11,1058.6,11644.6,709.26
SO - 0003239,03-06-2015,20,Distributor,USD,AXW291,1,5,6,3966.4,23798.4,1586.56
SO - 0003240,03-06-2015,153,Distributor,USD,GUT930,37,11,11,2941.3,32354.3,1911.85
SO - 0003241,03-06-2015,110,Wholesale,USD,NXH382,57,24,6,1125.6,6753.6,675.36
SO - 0003242,03-06-2015,165,Wholesale,USD,AXW291,4,29,7,2827.4,19791.8,1781.26
SO - 0003243,03-06-2015,32,Wholesale,USD,AXW291,20,25,6,1105.5,6633,740.69
SO - 0003244,03-06-2015,15,Distributor,USD,GUT930,36,28,5,4020,20100,1809
SO - 0003245,03-06-2015,168,Wholesale,USD,GUT930,44,1,9,3269.6,29426.4,1405.93
SO - 0003246,03-06-2015,53,Wholesale,USD,NXH382,47,28,11,5246.1,57707.1,3882.11
SO - 0003247,04-06-2015,53,Export,USD,GUT930,32,22,10,2405.3,24053,1611.55
SO - 0003248,04-06-2015,70,Wholesale,USD,NXH382,53,25,9,6137.2,55234.8,2823.11
SO - 0003249,04-06-2015,46,Wholesale,USD,GUT930,47,26,11,2365.1,26016.1,993.34
SO - 0003250,04-06-2015,154,Distributor,USD,AXW291,25,8,12,1159.1,13909.2,950.46
SO - 0003251,04-06-2015,59,Wholesale,USD,AXW291,27,5,11,1072,11792,450.24
SO - 0003252,04-06-2015,45,Wholesale,USD,GUT930,41,7,9,3845.8,34612.2,1922.9
SO - 0003253,04-06-2015,5,Export,USD,GUT930,46,2,9,3886,34974,3069.94
SO - 0003254,04-06-2015,137,Wholesale,USD,AXW291,18,13,7,777.2,5440.4,528.5
SO - 0003255,04-06-2015,46,Wholesale,USD,AXW291,27,12,5,911.2,4556,756.3
SO - 0003256,04-06-2015,142,Export,USD,NXH382,53,3,8,3932.9,31463.2,3106.99
SO - 0003257,04-06-2015,110,Wholesale,USD,NXH382,54,27,6,2566.1,15396.6,1437.02
SO - 0003258,04-06-2015,82,Wholesale,USD,AXW291,8,19,11,5788.8,63676.8,2952.29
SO - 0003259,04-06-2015,7,Distributor,USD,AXW291,28,27,8,6358.3,50866.4,5023.06
SO - 0003260,04-06-2015,42,Export,USD,AXW291,26,30,12,924.6,11095.2,711.94
SO - 0003261,04-06-2015,57,Export,USD,GUT930,33,15,9,1031.8,9286.2,639.72
SO - 0003262,04-06-2015,118,Export,USD,FLR025,66,24,9,3845.8,34612.2,1730.61
SO - 0003263,04-06-2015,132,Export,USD,AXW291,17,23,12,904.5,10854,669.33
SO - 0003264,05-06-2015,58,Wholesale,USD,NXH382,47,25,6,234.5,1407,192.29
SO - 0003265,05-06-2015,100,Wholesale,USD,AXW291,21,20,8,3973.1,31784.8,1708.43
SO - 0003266,05-06-2015,111,Wholesale,USD,GUT930,32,13,5,207.7,1038.5,153.7
SO - 0003267,05-06-2015,5,Distributor,USD,AXW291,15,19,12,1005,12060,783.9
SO - 0003268,05-06-2015,55,Distributor,USD,GUT930,42,25,10,221.1,2211,187.94
SO - 0003269,05-06-2015,86,Export,USD,AXW291,13,25,12,3852.5,46230,1656.58
SO - 0003270,05-06-2015,92,Wholesale,USD,AXW291,5,2,10,268,2680,160.8
SO - 0003271,05-06-2015,109,Wholesale,USD,FLR025,64,17,10,3497.4,34974,1398.96
SO - 0003272,06-06-2015,163,Distributor,USD,AXW291,7,11,6,6438.7,38632.2,2575.48
SO - 0003273,06-06-2015,117,Wholesale,USD,FLR025,61,15,5,871,4355,679.38
SO - 0003274,06-06-2015,33,Wholesale,USD,NXH382,51,19,12,3912.8,46953.6,1799.89
SO - 0003275,06-06-2015,65,Wholesale,USD,GUT930,34,6,10,998.3,9983,499.15
SO - 0003276,07-06-2015,135,Wholesale,USD,NXH382,58,13,8,6170.7,49365.6,4010.96
SO - 0003277,07-06-2015,24,Distributor,USD,NXH382,52,14,12,3999.9,47998.8,3079.92
SO - 0003278,07-06-2015,7,Wholesale,USD,AXW291,2,13,5,3819,19095,2405.97
SO - 0003279,07-06-2015,50,Distributor,USD,GUT930,38,6,11,5433.7,59770.7,3097.21
SO - 0003280,08-06-2015,149,Wholesale,USD,GUT930,35,5,9,6009.9,54089.1,4026.63
SO - 0003281,08-06-2015,118,Wholesale,USD,GUT930,35,1,6,5775.4,34652.4,3580.75
SO - 0003282,08-06-2015,57,Wholesale,USD,NXH382,55,1,10,3825.7,38257,1912.85
SO - 0003283,08-06-2015,169,Wholesale,USD,AXW291,13,15,12,6418.6,77023.2,3145.11
SO - 0003284,08-06-2015,76,Wholesale,USD,NXH382,52,26,8,2378.5,19028,1379.53
SO - 0003285,08-06-2015,53,Wholesale,USD,GUT930,42,14,9,4006.6,36059.4,2444.03
SO - 0003286,08-06-2015,95,Wholesale,USD,AXW291,11,13,9,2331.6,20984.4,1538.86
SO - 0003287,08-06-2015,41,Distributor,USD,GUT930,36,1,8,6210.9,49687.2,4409.74
SO - 0003288,08-06-2015,20,Wholesale,USD,FLR025,64,25,10,1045.2,10452,731.64
SO - 0003289,08-06-2015,11,Distributor,USD,GUT930,44,20,10,1916.2,19162,1475.47
SO - 0003290,08-06-2015,26,Export,USD,GUT930,39,29,9,1058.6,9527.4,561.06
SO - 0003291,09-06-2015,6,Wholesale,USD,FLR025,65,16,9,1038.5,9346.5,612.72
SO - 0003292,09-06-2015,24,Wholesale,USD,NXH382,52,18,6,2680,16080,1152.4
SO - 0003293,09-06-2015,2,Wholesale,USD,AXW291,3,16,9,3618,32562,2858.22
SO - 0003294,09-06-2015,90,Wholesale,USD,AXW291,10,28,11,1098.8,12086.8,736.2
SO - 0003295,09-06-2015,96,Wholesale,USD,AXW291,27,26,6,3872.6,23235.6,2478.46
SO - 0003296,09-06-2015,173,Distributor,USD,AXW291,25,26,7,2512.5,17587.5,2110.5
SO - 0003297,09-06-2015,88,Wholesale,USD,FLR025,65,26,9,3946.3,35516.7,3157.04
SO - 0003298,10-06-2015,24,Distributor,USD,GUT930,36,13,6,5152.3,30913.8,3452.04
SO - 0003299,10-06-2015,109,Wholesale,USD,NXH382,55,7,6,241.2,1447.2,151.96
SO - 0003300,10-06-2015,38,Wholesale,USD,GUT930,33,4,10,1018.4,10184,539.75
SO - 0003301,10-06-2015,125,Distributor,USD,GUT930,45,5,9,1742,15678,1027.78
SO - 0003302,10-06-2015,12,Wholesale,USD,GUT930,32,17,9,3899.4,35094.6,3002.54
SO - 0003303,10-06-2015,66,Distributor,USD,AXW291,13,26,5,877.7,4388.5,614.39
SO - 0003304,11-06-2015,90,Wholesale,USD,AXW291,9,25,12,1051.9,12622.8,778.41
SO - 0003305,11-06-2015,66,Wholesale,USD,NXH382,52,2,6,2572.8,15436.8,1698.05
SO - 0003306,11-06-2015,115,Wholesale,USD,AXW291,21,28,6,3899.4,23396.4,3314.49
SO - 0003307,11-06-2015,20,Export,USD,AXW291,31,26,5,2606.3,13031.5,1615.91
SO - 0003308,11-06-2015,7,Wholesale,USD,AXW291,14,11,6,167.5,1005,93.8
SO - 0003309,11-06-2015,146,Export,USD,AXW291,7,19,7,2351.7,16461.9,1622.67
SO - 0003310,11-06-2015,81,Distributor,USD,FLR025,65,26,10,1038.5,10385,529.64
SO - 0003311,11-06-2015,80,Export,USD,FLR025,63,18,9,1976.5,17788.5,1264.96
SO - 0003312,11-06-2015,175,Wholesale,USD,GUT930,41,5,9,1849.2,16642.8,795.16
SO - 0003313,11-06-2015,46,Wholesale,USD,GUT930,34,16,9,1051.9,9467.1,462.84
SO - 0003314,12-06-2015,85,Distributor,USD,AXW291,4,26,12,4006.6,48079.2,2123.5
SO - 0003315,12-06-2015,126,Distributor,USD,NXH382,59,19,7,2740.3,19182.1,1561.97
SO - 0003316,12-06-2015,84,Wholesale,USD,AXW291,31,13,9,6478.9,58310.1,4923.96
SO - 0003317,12-06-2015,40,Wholesale,USD,AXW291,17,18,12,2807.3,33687.6,1908.96
SO - 0003318,12-06-2015,104,Wholesale,USD,AXW291,18,4,12,6251.1,75013.2,2938.02
SO - 0003319,12-06-2015,103,Wholesale,USD,AXW291,17,25,9,3015,27135,2381.85
SO - 0003320,13-06-2015,91,Wholesale,USD,GUT930,41,17,6,1949.7,11698.2,1169.82
SO - 0003321,13-06-2015,76,Wholesale,USD,AXW291,18,15,5,1078.7,5393.5,690.37
SO - 0003322,13-06-2015,47,Wholesale,USD,AXW291,2,4,7,5272.9,36910.3,4165.59
SO - 0003323,13-06-2015,171,Wholesale,USD,NXH382,57,25,9,3999.9,35999.1,2759.93
SO - 0003324,13-06-2015,76,Wholesale,USD,AXW291,31,16,11,247.9,2726.9,173.53
SO - 0003325,13-06-2015,128,Distributor,USD,FLR025,66,25,9,6056.8,54511.2,3694.65
SO - 0003326,13-06-2015,88,Export,USD,AXW291,23,25,12,241.2,2894.4,161.6
SO - 0003327,13-06-2015,29,Distributor,USD,GUT930,45,17,8,241.2,1929.6,202.61
SO - 0003328,13-06-2015,72,Distributor,USD,FLR025,60,19,10,1031.8,10318,526.22
SO - 0003329,13-06-2015,67,Wholesale,USD,AXW291,17,11,6,1118.9,6713.4,559.45
SO - 0003330,13-06-2015,9,Export,USD,AXW291,2,5,9,1306.5,11758.5,535.67
SO - 0003331,13-06-2015,41,Wholesale,USD,AXW291,27,17,7,167.5,1172.5,118.93
SO - 0003332,13-06-2015,55,Wholesale,USD,GUT930,43,19,8,1072,8576,546.72
SO - 0003333,13-06-2015,106,Export,USD,GUT930,36,14,7,5406.9,37848.3,4487.73
SO - 0003334,14-06-2015,150,Wholesale,USD,FLR025,66,25,11,1969.8,21667.8,1575.84
SO - 0003335,14-06-2015,115,Wholesale,USD,AXW291,21,13,5,194.3,971.5,118.52
SO - 0003336,14-06-2015,136,Export,USD,GUT930,45,26,9,6190.8,55717.2,3033.49
SO - 0003337,14-06-2015,52,Distributor,USD,AXW291,24,2,6,1092.1,6552.6,644.34
SO - 0003338,14-06-2015,135,Wholesale,USD,FLR025,65,13,12,2881,34572,2074.32
SO - 0003339,14-06-2015,35,Wholesale,USD,AXW291,21,19,8,2237.8,17902.4,1297.92
SO - 0003340,14-06-2015,94,Wholesale,USD,AXW291,8,14,7,891.1,6237.7,543.57
SO - 0003341,14-06-2015,14,Wholesale,USD,AXW291,2,16,12,2224.4,26692.8,1757.28
SO - 0003342,15-06-2015,85,Wholesale,USD,AXW291,24,14,5,2452.2,12261,1054.45
SO - 0003343,15-06-2015,17,Wholesale,USD,AXW291,19,4,10,5835.7,58357,4026.63
SO - 0003344,15-06-2015,173,Distributor,USD,AXW291,7,29,5,1098.8,5494,933.98
SO - 0003345,15-06-2015,99,Wholesale,USD,GUT930,38,29,11,911.2,10023.2,628.73
SO - 0003346,15-06-2015,132,Wholesale,USD,AXW291,24,9,5,1869.3,9346.5,1401.98
SO - 0003347,15-06-2015,68,Wholesale,USD,GUT930,43,12,5,3604.6,18023,2379.04
SO - 0003348,15-06-2015,8,Wholesale,USD,AXW291,14,8,12,884.4,10612.8,477.58
SO - 0003349,15-06-2015,147,Export,USD,FLR025,63,20,12,2814,33768,1885.38
SO - 0003350,15-06-2015,148,Wholesale,USD,AXW291,26,15,10,1688.4,16884,1063.69
SO - 0003351,15-06-2015,107,Wholesale,USD,AXW291,14,26,12,958.1,11497.2,804.8
SO - 0003352,15-06-2015,32,Wholesale,USD,NXH382,54,15,12,1795.6,21547.2,1256.92
SO - 0003353,16-06-2015,49,Wholesale,USD,GUT930,36,1,8,2217.7,17741.6,1131.03
SO - 0003354,16-06-2015,39,Distributor,USD,NXH382,48,18,12,5467.2,65606.4,3772.37
SO - 0003355,16-06-2015,113,Wholesale,USD,AXW291,15,13,9,3819,34371,2405.97
SO - 0003356,16-06-2015,139,Wholesale,USD,FLR025,64,15,10,1011.7,10117,627.25
SO - 0003357,16-06-2015,90,Wholesale,USD,NXH382,50,13,12,1018.4,12220.8,682.33
SO - 0003358,16-06-2015,93,Export,USD,AXW291,25,1,8,1018.4,8147.2,539.75
SO - 0003359,16-06-2015,157,Distributor,USD,NXH382,49,1,6,3812.3,22873.8,2592.36
SO - 0003360,16-06-2015,133,Distributor,USD,AXW291,24,6,10,3953,39530,1818.38
SO - 0003361,17-06-2015,130,Export,USD,AXW291,4,13,12,3953,47436,3241.46
SO - 0003362,17-06-2015,136,Wholesale,USD,AXW291,15,10,9,2318.2,20863.8,1669.1
SO - 0003363,18-06-2015,114,Export,USD,AXW291,9,13,6,864.3,5185.8,509.94
SO - 0003364,18-06-2015,46,Wholesale,USD,GUT930,40,26,12,1105.5,13266,851.24
SO - 0003365,18-06-2015,34,Distributor,USD,AXW291,12,17,6,1031.8,6190.8,856.39
SO - 0003366,18-06-2015,139,Wholesale,USD,AXW291,28,17,8,2539.3,20314.4,1929.87
SO - 0003367,19-06-2015,129,Wholesale,USD,AXW291,1,13,5,2968.1,14840.5,1187.24
SO - 0003368,19-06-2015,154,Wholesale,USD,NXH382,51,22,7,1018.4,7128.8,763.8
SO - 0003369,19-06-2015,166,Distributor,USD,GUT930,36,29,12,696.8,8361.6,341.43
SO - 0003370,19-06-2015,162,Distributor,USD,AXW291,3,6,10,1835.8,18358,1523.71
SO - 0003371,19-06-2015,71,Wholesale,USD,AXW291,16,4,11,3899.4,42893.4,3314.49
SO - 0003372,19-06-2015,162,Export,USD,AXW291,6,13,11,2941.3,32354.3,2176.56
SO - 0003373,19-06-2015,160,Wholesale,USD,FLR025,64,5,12,5534.2,66410.4,4095.31
SO - 0003374,19-06-2015,1,Wholesale,USD,FLR025,64,26,6,1132.3,6793.8,532.18
SO - 0003375,19-06-2015,85,Distributor,USD,AXW291,15,3,9,1822.4,16401.6,911.2
SO - 0003376,19-06-2015,172,Distributor,USD,AXW291,2,22,9,187.6,1688.4,138.82
SO - 0003377,19-06-2015,19,Wholesale,USD,GUT930,39,25,8,1045.2,8361.6,857.06
SO - 0003378,19-06-2015,96,Distributor,USD,AXW291,1,20,11,2351.7,25868.7,1269.92
SO - 0003379,19-06-2015,131,Distributor,USD,GUT930,42,14,7,3517.5,24622.5,2778.83
SO - 0003380,19-06-2015,138,Wholesale,USD,GUT930,36,10,8,5380.1,43040.8,4357.88
SO - 0003381,20-06-2015,29,Wholesale,USD,AXW291,10,19,11,1025.1,11276.1,727.82
SO - 0003382,20-06-2015,34,Wholesale,USD,AXW291,20,14,12,1038.5,12462,778.88
SO - 0003383,20-06-2015,100,Distributor,USD,AXW291,5,17,6,4006.6,24039.6,2604.29
SO - 0003384,20-06-2015,46,Distributor,USD,GUT930,37,25,10,5313.1,53131,3772.3
SO - 0003385,21-06-2015,22,Wholesale,USD,AXW291,25,23,7,1246.2,8723.4,934.65
SO - 0003386,21-06-2015,74,Export,USD,FLR025,64,25,11,850.9,9359.9,433.96
SO - 0003387,21-06-2015,145,Wholesale,USD,AXW291,15,6,9,6411.9,57707.1,2821.24
SO - 0003388,21-06-2015,153,Export,USD,NXH382,53,3,11,268,2948,163.48
SO - 0003389,21-06-2015,70,Wholesale,USD,NXH382,48,5,12,2485.7,29828.4,1615.71
SO - 0003390,21-06-2015,90,Distributor,USD,FLR025,66,22,7,1782.2,12475.4,1372.29
SO - 0003391,21-06-2015,3,Distributor,USD,AXW291,15,17,5,1273,6365,509.2
SO - 0003392,22-06-2015,33,Wholesale,USD,NXH382,50,26,12,3859.2,46310.4,1698.05
SO - 0003393,22-06-2015,19,Wholesale,USD,AXW291,18,20,9,5534.2,49807.8,4095.31
SO - 0003394,22-06-2015,128,Export,USD,AXW291,26,2,6,797.3,4783.8,414.6
SO - 0003395,22-06-2015,113,Distributor,USD,AXW291,11,14,5,1748.7,8743.5,1294.04
SO - 0003396,22-06-2015,125,Export,USD,FLR025,62,18,12,3919.5,47034,3135.6
SO - 0003397,22-06-2015,90,Wholesale,USD,AXW291,2,19,10,201,2010,142.71
SO - 0003398,22-06-2015,137,Distributor,USD,GUT930,34,26,9,864.3,7778.7,622.3
SO - 0003399,22-06-2015,158,Distributor,USD,FLR025,62,4,9,1072,9648,814.72
SO - 0003400,22-06-2015,171,Wholesale,USD,AXW291,29,15,10,817.4,8174,645.75
SO - 0003401,23-06-2015,152,Export,USD,AXW291,18,12,6,3946.3,23677.8,2801.87
SO - 0003402,23-06-2015,92,Wholesale,USD,NXH382,52,1,6,737,4422,412.72
SO - 0003403,23-06-2015,90,Wholesale,USD,AXW291,24,8,7,2559.4,17915.8,1356.48
SO - 0003404,23-06-2015,150,Distributor,USD,GUT930,45,25,7,6351.6,44461.2,2921.74
SO - 0003405,23-06-2015,63,Wholesale,USD,AXW291,21,21,10,5721.8,57218,3719.17
SO - 0003406,23-06-2015,163,Wholesale,USD,GUT930,38,6,7,6137.2,42960.4,4296.04
SO - 0003407,23-06-2015,158,Wholesale,USD,AXW291,29,25,10,261.3,2613,198.59
SO - 0003408,24-06-2015,24,Distributor,USD,AXW291,27,15,7,3919.5,27436.5,2900.43
SO - 0003409,24-06-2015,75,Wholesale,USD,GUT930,32,19,9,1259.6,11336.4,919.51
SO - 0003410,24-06-2015,46,Export,USD,AXW291,18,14,11,2358.4,25942.4,1532.96
SO - 0003411,24-06-2015,101,Distributor,USD,FLR025,66,21,11,2887.7,31764.7,1443.85
SO - 0003412,24-06-2015,64,Wholesale,USD,FLR025,65,3,12,1065.3,12783.6,628.53
SO - 0003413,24-06-2015,42,Wholesale,USD,AXW291,16,16,12,5326.5,63918,2503.46
SO - 0003414,24-06-2015,96,Wholesale,USD,NXH382,51,25,11,3423.7,37660.7,1540.67
SO - 0003415,25-06-2015,133,Distributor,USD,GUT930,31,5,10,3879.3,38793,1823.27
SO - 0003416,25-06-2015,161,Wholesale,USD,NXH382,59,18,10,3926.2,39262,3258.75
SO - 0003417,25-06-2015,88,Export,USD,GUT930,46,4,9,998.3,8984.7,798.64
SO - 0003418,25-06-2015,49,Export,USD,AXW291,2,1,12,917.9,11014.8,523.2
SO - 0003419,26-06-2015,53,Export,USD,AXW291,1,2,10,1098.8,10988,637.3
SO - 0003420,26-06-2015,57,Distributor,USD,GUT930,34,1,5,3993.2,19966,2515.72
SO - 0003421,26-06-2015,73,Wholesale,USD,AXW291,21,12,11,2485.7,27342.7,1640.56
SO - 0003422,26-06-2015,63,Distributor,USD,AXW291,1,20,11,221.1,2432.1,121.61
SO - 0003423,26-06-2015,141,Distributor,USD,NXH382,54,15,8,2237.8,17902.4,1566.46
SO - 0003424,26-06-2015,149,Wholesale,USD,AXW291,8,20,9,2244.5,20200.5,1391.59
SO - 0003425,26-06-2015,2,Distributor,USD,NXH382,54,19,12,737,8844,449.57
SO - 0003426,27-06-2015,55,Wholesale,USD,NXH382,54,26,11,2244.5,24689.5,1279.37
SO - 0003427,27-06-2015,1,Distributor,USD,GUT930,43,17,11,3953,43483,2767.1
SO - 0003428,27-06-2015,58,Distributor,USD,AXW291,9,14,7,4020,28140,2251.2
SO - 0003429,27-06-2015,105,Wholesale,USD,AXW291,31,19,5,6411.9,32059.5,3911.26
SO - 0003430,27-06-2015,128,Wholesale,USD,AXW291,4,16,8,1782.2,14257.6,1354.47
SO - 0003431,27-06-2015,76,Wholesale,USD,NXH382,49,30,6,998.3,5989.8,549.07
SO - 0003432,27-06-2015,40,Distributor,USD,GUT930,47,13,12,710.2,8522.4,568.16
SO - 0003433,27-06-2015,102,Wholesale,USD,AXW291,27,20,10,227.8,2278,154.9
SO - 0003434,27-06-2015,173,Wholesale,USD,GUT930,32,2,6,1065.3,6391.8,724.4
SO - 0003435,27-06-2015,53,Wholesale,USD,NXH382,57,25,11,214.4,2358.4,120.06
SO - 0003436,27-06-2015,173,Export,USD,AXW291,26,13,12,1286.4,15436.8,836.16
SO - 0003437,27-06-2015,79,Wholesale,USD,GUT930,33,1,8,1051.9,8415.2,715.29
SO - 0003438,28-06-2015,30,Distributor,USD,FLR025,62,12,10,5272.9,52729,3849.22
SO - 0003439,28-06-2015,111,Export,USD,GUT930,37,15,10,1018.4,10184,835.09
SO - 0003440,28-06-2015,106,Wholesale,USD,AXW291,18,18,11,3651.5,40166.5,2117.87
SO - 0003441,28-06-2015,9,Wholesale,USD,AXW291,11,26,10,2284.7,22847,1759.22
SO - 0003442,28-06-2015,54,Wholesale,USD,AXW291,29,26,10,6378.4,63784,3061.63
SO - 0003443,29-06-2015,115,Distributor,USD,NXH382,59,26,11,6385.1,70236.1,4661.12
SO - 0003444,29-06-2015,76,Wholesale,USD,AXW291,5,12,7,5065.2,35456.4,3900.2
SO - 0003445,29-06-2015,17,Distributor,USD,GUT930,41,14,9,1085.4,9768.6,586.12
SO - 0003446,29-06-2015,144,Wholesale,USD,GUT930,39,16,8,2445.5,19564,1760.76
SO - 0003447,29-06-2015,80,Wholesale,USD,AXW291,6,1,5,247.9,1239.5,131.39
SO - 0003448,29-06-2015,53,Wholesale,USD,NXH382,57,3,8,1072,8576,825.44
SO - 0003449,29-06-2015,165,Wholesale,USD,AXW291,26,25,5,2599.6,12998,1429.78
SO - 0003450,29-06-2015,34,Wholesale,USD,AXW291,13,24,10,254.6,2546,178.22
SO - 0003451,29-06-2015,149,Wholesale,USD,NXH382,50,20,11,6378.4,70162.4,3890.82
SO - 0003452,29-06-2015,141,Export,USD,GUT930,42,26,7,261.3,1829.1,164.62
SO - 0003453,30-06-2015,104,Wholesale,USD,FLR025,62,25,12,2345,28140,1969.8
SO - 0003454,30-06-2015,170,Distributor,USD,AXW291,13,26,12,1675,20100,670
SO - 0003455,30-06-2015,96,Wholesale,USD,AXW291,10,2,12,2512.5,30150,1130.63
SO - 0003456,30-06-2015,159,Wholesale,USD,GUT930,32,25,6,3926.2,23557.2,2905.39
SO - 0003457,30-06-2015,173,Wholesale,USD,GUT930,40,26,11,5366.7,59033.7,4239.69
SO - 0003458,30-06-2015,163,Wholesale,USD,NXH382,53,5,6,877.7,5266.2,623.17
SO - 0003459,30-06-2015,89,Export,USD,NXH382,49,16,9,1058.6,9527.4,539.89
SO - 0003460,30-06-2015,134,Wholesale,USD,NXH382,50,30,6,1072,6432,493.12
SO - 0003461,01-07-2015,84,Wholesale,USD,NXH382,60,19,9,3912.8,35215.2,2543.32
SO - 0003462,01-07-2015,96,Distributor,USD,NXH382,55,16,6,227.8,1366.8,107.07
SO - 0003463,01-07-2015,108,Wholesale,USD,AXW291,6,4,8,1139,9112,558.11
SO - 0003464,01-07-2015,137,Wholesale,USD,GUT930,40,15,10,201,2010,98.49
SO - 0003465,01-07-2015,111,Distributor,USD,NXH382,59,16,7,1038.5,7269.5,799.65
SO - 0003466,01-07-2015,124,Wholesale,USD,AXW291,28,25,6,254.6,1527.6,142.58
SO - 0003467,01-07-2015,97,Distributor,USD,NXH382,58,13,7,1058.6,7410.2,518.71
SO - 0003468,02-07-2015,172,Wholesale,USD,NXH382,53,23,9,247.9,2231.1,198.32
SO - 0003469,02-07-2015,39,Wholesale,USD,FLR025,60,5,9,1025.1,9225.9,481.8
SO - 0003470,02-07-2015,110,Wholesale,USD,NXH382,58,2,6,5782.1,34692.6,3700.54
SO - 0003471,02-07-2015,167,Wholesale,USD,AXW291,18,15,5,1051.9,5259.5,462.84
SO - 0003472,02-07-2015,95,Wholesale,USD,GUT930,43,2,7,844.2,5909.4,379.89
SO - 0003473,02-07-2015,90,Wholesale,USD,GUT930,34,7,10,2412,24120,2026.08
SO - 0003474,03-07-2015,17,Distributor,USD,NXH382,53,18,7,1031.8,7222.6,804.8
SO - 0003475,03-07-2015,135,Wholesale,USD,GUT930,31,25,7,5983.1,41881.7,3410.37
SO - 0003476,03-07-2015,114,Distributor,USD,AXW291,24,20,9,830.8,7477.2,697.87
SO - 0003477,03-07-2015,133,Export,USD,NXH382,48,8,12,1092.1,13105.2,633.42
SO - 0003478,03-07-2015,160,Distributor,USD,GUT930,35,16,6,1011.7,6070.2,718.31
SO - 0003479,03-07-2015,165,Distributor,USD,GUT930,38,12,11,1882.7,20709.7,1186.1
SO - 0003480,03-07-2015,99,Export,USD,AXW291,31,13,6,1252.9,7517.4,914.62
SO - 0003481,03-07-2015,171,Distributor,USD,AXW291,26,6,9,1708.5,15376.5,1435.14
SO - 0003482,03-07-2015,100,Distributor,USD,NXH382,49,13,11,1273,14003,954.75
SO - 0003483,03-07-2015,45,Wholesale,USD,GUT930,40,25,5,2438.8,12194,1341.34
SO - 0003484,03-07-2015,170,Distributor,USD,GUT930,46,13,9,3061.9,27557.1,1745.28
SO - 0003485,03-07-2015,169,Distributor,USD,FLR025,65,21,8,3061.9,24495.2,1224.76
SO - 0003486,03-07-2015,44,Wholesale,USD,AXW291,22,4,12,167.5,2010,142.38
SO - 0003487,03-07-2015,91,Export,USD,NXH382,59,15,5,3993.2,19966,3234.49
SO - 0003488,03-07-2015,90,Export,USD,NXH382,59,14,5,1125.6,5628,585.31
SO - 0003489,03-07-2015,100,Wholesale,USD,GUT930,35,27,12,1159.1,13909.2,846.14
SO - 0003490,03-07-2015,173,Wholesale,USD,GUT930,40,13,5,1038.5,5192.5,810.03
SO - 0003491,04-07-2015,163,Wholesale,USD,GUT930,40,3,7,214.4,1500.8,135.07
SO - 0003492,04-07-2015,118,Wholesale,USD,AXW291,21,28,7,1748.7,12240.9,804.4
SO - 0003493,04-07-2015,32,Export,USD,NXH382,50,19,8,2834.1,22672.8,1445.39
SO - 0003494,04-07-2015,25,Wholesale,USD,GUT930,42,25,5,2324.9,11624.5,953.21
SO - 0003495,04-07-2015,127,Distributor,USD,GUT930,41,26,11,1815.7,19972.7,1470.72
SO - 0003496,04-07-2015,140,Wholesale,USD,AXW291,13,30,6,187.6,1125.6,99.43
SO - 0003497,04-07-2015,94,Export,USD,GUT930,41,14,11,1232.8,13560.8,505.45
SO - 0003498,04-07-2015,17,Wholesale,USD,NXH382,59,21,12,978.2,11738.4,498.88
SO - 0003499,05-07-2015,10,Export,USD,GUT930,38,28,5,1172.5,5862.5,914.55
SO - 0003500,05-07-2015,85,Distributor,USD,AXW291,27,15,5,1105.5,5527.5,442.2
SO - 0003501,05-07-2015,123,Wholesale,USD,FLR025,63,6,7,2760.4,19322.8,1739.05
SO - 0003502,05-07-2015,37,Export,USD,AXW291,10,13,6,268,1608,134
SO - 0003503,05-07-2015,27,Wholesale,USD,AXW291,14,1,7,1246.2,8723.4,984.5
SO - 0003504,06-07-2015,19,Wholesale,USD,GUT930,39,3,8,2720.2,21761.6,1441.71
SO - 0003505,06-07-2015,60,Export,USD,GUT930,32,4,7,1132.3,7926.1,962.46
SO - 0003506,06-07-2015,5,Wholesale,USD,GUT930,42,26,5,1051.9,5259.5,494.39
SO - 0003507,06-07-2015,124,Distributor,USD,NXH382,60,5,6,1112.2,6673.2,556.1
SO - 0003508,06-07-2015,117,Wholesale,USD,AXW291,23,22,9,3886,34974,2953.36
SO - 0003509,06-07-2015,46,Distributor,USD,FLR025,61,4,8,2479,19832,1834.46
SO - 0003510,06-07-2015,128,Distributor,USD,AXW291,25,20,11,1085.4,11939.4,542.7
SO - 0003511,06-07-2015,87,Wholesale,USD,GUT930,38,14,8,683.4,5467.2,369.04
SO - 0003512,06-07-2015,154,Distributor,USD,NXH382,51,20,9,944.7,8502.3,415.67
SO - 0003513,07-07-2015,24,Wholesale,USD,GUT930,38,1,10,1045.2,10452,648.02
SO - 0003514,07-07-2015,144,Wholesale,USD,FLR025,62,12,12,1118.9,13426.8,626.58
